siteID,sitename,latitude,longitude,location,description
1,LOWLAND HARDWOOD RIPARIAN,38.266666666666666,122.16666666666667,"California; Solano Co.; Cordelia; 38°16'N, 122°10'W.","About 2280 m of generally SE-flowing stream in a steep (mean slope 16°) canyon between 46 and 137 in elevation. Plot extends 30 m to either side of stream. The narrow riparian strip (10-20 in wide) is bordered by residential property for the lower 100 m and by fallow fig/walnut orchard for an additional 250 m. The remaining 1930 m grades away from the stream into mostly undisturbed native bay-oak woodland, which comprises much of the plot. There is one residence and several small water treatment buildings above the orchard and a dirt road follows the creek through about half of the plot. Stream fiow is regulated by a 100-year old darn upstream of the plot and some fiow is present at all times. A quantitative vegetation survey was conducted following a modified version of the method described by James and Shugart (1970. Aud.Field Notes 24:727-736). Tree diameters (26 cm; n = 410) were measured in 30 evenly spaced 0.04 ha (60 X 6.6 In) rectangles situated perpendicularly to the stream fiow. Total tree density 342/ha, total basal area 99 mZ/ha. Species comprising 96% of total trees [figures after each give trees/ha, relative density (%), relative dominance (%) and frequency, respectively]: California Bay 117, 34, 26, 18; Coast Live Oak 75, 22, 26, 21; California Buckeye 38, 11, 3, 14; White Alder 27, 8, 16, 13; Bigleaf Maple 20,6, 17, 13; willow 18, 5, 2.5, 10; walnut 13, 4, 1.5, 2; dead trees 7, 2, 1,4; Blue Elderberry 7, 2, 0.5, 5; Valley Oak 5, 1, 4, 2; Oregon Ash 5, l, 1, 3. Trees by diameter class [figures after each give trees/ha, relative density, basal area (mz/ha) and relative dominance, respectively]: A (6-15.5 cm) 144, 42, 5.8, 6; B (16-25.5 cm) 66, 19, 9.2, 9.5; 0 (26-355 cm) 59, 17, 17.8, 18; D (36-455 cm)32,9, 16.5, 17; E (46-555 cm) 16, 5,128, 13; F (56-655 cm) 13, 4, 15.4, 15.5; G (66-755 cm) 9, 3, 13.1, 13; H (76-855 cm) 1, 0.5, 1.7, 1.5; I (8695.5 cm) 2, 0.5, 6.5, 6.5. Shrub cover was measured by line-intercept along 60 m transects at each of 30 sampling stations. Approximate total shrub cover 30%. Shrubs by species [figures after each give % coverage of total area and frequency, respectively]: White-stemmed Raspberry 8, 28; willow 4, 5; California Wild Grape 3.5, 19; Poison Oak 3, 16; Toyon 2.5, 10; French Broom 2, 6; Common Snowberry 1.5, 7; Winter Currant 1, 1; Chain Fern 1, 10; California Bay 1, 9; Chaparral Broom 1, 7; Bush Monkeyfiower 0.5, 5; Bracken 0.5, 7; California Buckeye 0.5, 6; Spice Bush 0.5, 6; others 1.5, -. Canopy cover 74%, mean canopy height, based on absolute heights of 186 randomly selected trees, 11.5 m (SD = 6.5; range 3442 In). Ground cover (%): litter & soil 40, herbaceous 30, shrub 15.5, rock 7, manmade 5, water 2.5."
2,OAK-HARDWOOD FOREST,41.88333333333333,73.41666666666667,"Connecticut; Litchfield 00.; Sharon; 41°53'N, 73°25'W; Sharon Quadrangle, USGS.","Dominant canopy trees: Red l\/Iaple, Northern Red Oak, Black Birch; dominant shrubs: Witch Hazel, Striped Maple; ground cover: Wild Sarsaparilla, blueberry. Water: No stream present, swamp with standing water 20.0 m across, 0.5 m deep. The swamp dries up in the summer."
2,OAK-HARDWOOD FOREST,41.88333333333333,73.41666666666667,"Connecticut; Litchfield (30.; Sharon; 41°53'N, 73°25'W; Sharon Quadrangle, USGS.",See ]. Field Omit/ml. 60(suppl.):26.
3,SECOND-GROWTH HARDWOOD FOREST,41.7,73.2,"Connecticut; Litchfield C0.; Morris; 41°42'N, 73°12'W; Litchfield Quadrangle, USGS.",See Aud. Field Notes 19:590-591 (1965).
3,SECOND-GROWTH HARDWOOD FOREST,41.7,73.2,"Connecticut; Litchfield Co.; Morris; 41°42'N, 73°12'W; Litchfield Quadrangle, USGS.",See Aud. Field Notes 19:590-591 (1965).
3,SECOND-GROWTH HARDWOOD FOREST,41.7,73.2,"Connecticut; Litchfield Co.; Morris; White Memorial Foundation; 41°42'N, 73°12'W; Litchfield Quadrangle, USGS.",See And. Field Notes 19:590-591 (1965).
3,SECOND-GROWTH HARDWOOD FOREST,41.7,73.2,"Connecticut; Litchfield Co.; Morris; White Memorial Foundation; 41°42'N, 73°12'W; Litchfield Quadrangle, USGS.",See And. Field Notes 19:590-591 (1965).
3,SECOND-GROWTH HARDWOOD FOREST,41.7,73.2,"Connecticut; Litchfield Co.; Morris; White Memorial Foundation; 41°42'N, 73°12'W; Litchfield Quadrangle, USGS.","Aud. Field Notes 19:590-591 (1965). This relatively open young forested area appeared to contain vegetation typical of a lower slope site type. No conifers were recorded in the tree stratum, and very few were seen thoughout the tract. A quantitative vegetation survey based on 5 0.04 ha circular samples yielded the following results: Trees, 3.0 cm diameter and over, [figures after each are number of trees and average dbh in cm] White Ash, 45, 21.6; Sugar Maple, 38, 12.5; Shagbark Hickory, 18, 17.0; Yellow Birch, 15, 8.5; American Hornbeam, 6, 4.6; Red Oak, 5, 20.1; hickory sp., 4, 5.5; Black Cherry, 2, 10.4; Striped Maple, 2, 8.4. Shrub stems/ha, 5200, dominated by American Hazel, Spicebush, Highbush Blueberry, Maple-leaved Viburnum, and Poison Ivy. Ground cover, 39%, Cinnamon Fern, Christmas Fern, New York Fern, Wild Sarsaparilla, and Jewelweed. Canopy cover, 77%; average canopy height 23.5 m (range 20-26 In)."
3,SECOND-GROWTH HARDWOOD FOREST,41.7,73.2,"Connecticut; Litchfield Co.; Morris; White Memorial Foundation; 41°42'N, 73°12'W; Litchfield Quadrangle, USGS.",See And. Field Notes 19:590-591 (1965) and]. Field Omithol. 64 (Suppl.):37-38 (1993).
3,SECOND-GROWTH HARDWOOD FOREST,41.7,73.2,"Connecticut; Litchfield Co.; Morris; White Memorial Foundation; 41°42'N, 73°12'W; Litchfield Quadrangle, USGS.",See Aud. Field Notes 19:590-591 (1965) and]. Field Ornithol. 64(Suppl.):37-38 (1993).
3,SECOND-GROWTH HARDWOOD FOREST,41.7,73.2,"Connecticut; Litchfield Co.; Morris; White Memorial Foundation; 41°42'N, 73°12'W; Litchfield Quadrangle, USGS.",See And. Field Notes 19:590-591 (1965) and Field Ornithol. 64(Suppl.):37-38 (1993).
4,UPLAND BRUSHY PASTURE,41.7,73.21666666666667,"Connecticut; Litchfield Co.; Bantam; 41°42'N, 73°13'W; Litchfield Quadrangle, USGS.",See Aud. Field Notes 19:609-610 (1965). The name of the plot no longer accurately describes the habitat. We have retained it for the sake of continuity.
5,MIXED DECIDUOUS SECOND-GROWTH,41.86666666666667,87.86666666666666,"Illinois; Cook Co.; Elmwood Park; 41°52'N, 87°52'W; River Forest Quadrangle, USGS.",See Amer. Birds 38:85 (1984).
6,MATURE DECIDUOUS FLOODPLAIN FOREST,38.96666666666667,77.13333333333334,"Maryland; Montgomery Co.; Glen Echo; Cabin John Island; 38°58'N, 77°08'W; Falls Church Quadrangle, USGS.",See Aud. Field Notes 1:212-213 (1947).
6,MATURE DECIDUOUS FLOODPLAIN FOREST,38.96666666666667,77.13333333333334,"Maryland; Montgomery Co.; Glen Echo; Cabin John Island; 38°58'N, 77°08'W; Falls Church Quadrangle, USGS.",See Aud. Field Notes 1:212-213 (1947).
6,MATURE DECIDUOUS FLOODPLAIN FOREST,38.96666666666667,77.13333333333334,"Maryland; Montgomery Co.; Glen Echo; Cabin John Island; 38°58'N, 77°8'W; Falls Church Quadrangle, USGS.",See Aud. Field Notes 1:212-213 (1947).
6,MATURE DECIDUOUS FLOODPLAIN FOREST,38.96666666666667,77.13333333333334,"Maryland; Montgomery 00.; Glen Echo; Cabin John Island; 38°58'N, 77°8'W; Falls Church Quadrangle, USGS.",See And. Field Notes 12212-213 (1947).
6,MATURE DECIDUOUS FLOODPLAIN FOREST,38.96666666666667,77.13333333333334,"Maryland; Montgomery Co.; Glen Echo; Cabin John Island; 38°58'N, 77°8'W; Falls Church Quadrangle, USGS.","See And. Field Notes 12212-213 (1947). A rectangular plot (180 X 525 m) with a closed canopy dominated by American sycamore (57% relative cover), box elder (9%), black walnut (8%), and white ash (7%), estimated to be greater than 100 years of age. Mean canopy height, 32 in (range 20-40 m). The nearly continuous understory is dominated by pawpaw (66% relative cover), spicebush (17%), and box elder (6%). The ground cover is dominated by broad-leafed waterleaf and mayapple during May andJune, and by wild ginger and golden ragwort later in the summer. The ground cover was near 100% in May, but only 57% in late June and july. There is one stream with a maximum width of 10 In and a maximum depth of 1 m."
6,MATURE DECIDUOUS FLOODPLAIN FOREST,38.96666666666667,77.13333333333334,"Maryland; Montgomery Co.; Glen Echo; Cab'm John Island; 38°58'N, 77°8'W; Falls Church Quadrangle, USGS.",See Aud. Field Notes 1:212-213 (1947) and]. Field Ornithol. 65(Suppl.):50-51 (1994).
6,MATURE DECIDUOUS FLOODPLAIN FOREST,38.96666666666667,77.13333333333334,"Maryland; Montgomery Co.; Glen Echo; Cabin John Island; 38°58'N, 77°8'W; Falls Church Quadrangle, USGS.",See Aud. Field Notes 12212-213 (1947) and]. Field Ornithal. 65(Suppl.):50-51 (1994).
7,MATURE BEECH-MAPLE FOREST,43.266666666666666,77.1,"New York; Wayne Co.; Sodus; 43°16'N, 77°06'W; Salmon Creek Quadrangle, USGS.","Dominant trees: White Ash, Red Maple, American Beech; dominant shrubs: White Ash, Red Maple; ground cover: ash, maple and beech seedlings, and ferns. Forest bisected by hardtop road with a summer cottage located along the road in the forest."
8,WHITE ASH-RED MAPLE FOREST,43.333333333333336,76.73333333333333,"New York; Wayne Co.; Fairhaven; 43°20'N, 76°44'W; Fair Haven Quadrangle, USGS.","Dominant trees: White Ash, Red Maple, Quaking Aspen; dominant shrubs: Arrowwood and dogwood; ground cover: Sensitive Fern and goldenrod. Dead end road traverses the plot."
8,WHITE ASH-RED MAPLE FOREST,43.333333333333336,76.73333333333333,"New York; Wayne Co.; Fairhaven; 43°20'N, 76°44'W; Fair Haven Quadrangle, USGS.",Young (23-year old) coastal zone forest. See]. Field Omit/101. 60(suppl.):69 (1989).
8,WHITE ASH-RED MAPLE FOREST,43.333333333333336,76.73333333333333,"New York; Wayne 00.; Fair Haven; Metzger Road; 43°20'N, 76°44'W; Fair Haven Quadrangle, USGS.",Young (24-yr old) coastal zone forest; See ]. Field Ornithol. 60 (suppl.): 69 (1989).
8,WHITE ASH-RED MAPLE FOREST,43.333333333333336,76.73333333333333,"New York; Wayne 00.; Fair Haven; Metzger Road; 43°20'N, 76°44'W; Oswego Quadrangle, USGS.",See ]. Field Ornithol. 60 (Suppl.):29.
9,BEECH-MAPLE FOREST,43.266666666666666,77.31666666666666,"New York; Wayne Co.; Ontario; 43°16'N, 77°19'W; Furnaceville Quadrangle, USGS.","Dominant trees: American Beech, Sugar Maple, White Ash; dominant shrubs: Sugar Maple and American Beech; ground cover: beech and maple seedlings. Mature forest and abandoned estate."
10,ABANDONED ORCHARD,43.333333333333336,76.71666666666667,"New York; Wayne Co.; Wolcott; 43°20'N, 76°43'W; Fairhaven Quadrangle, USGS.","Abandoned orchard traversed by hardtop town highway and a logging road into a wildlife management area. Dominant trees: White Ash, Red Maple, Staghorn Sumac; dominant shrubs: Redosier Dogwood and Arrowwood; ground cover: grasses and Poison Ivy."
11,ABANDONED APPLE ORCHARD,43.28333333333333,77.18333333333334,"New York; Wayne Co.; Pultneyville; 43°17'N, 77°11'W; Pultneyville Quadrangle, USGS.",Access road separates abandoned orchard from apple orchard and corn field. Dominant trees: Apple; dominant shrubs: dogwood and White Ash; ground cover: grasses and ash seedlings. Water: Marsh with standing water 10 in across and 1 m deep.
12,OAK-MAPLE SLOPE FOREST,40.75,75.83333333333333,"Pennsylvania; Berks Co.; Kempton; Hawk Mountain Sanctuary; River of Rocks; 40°45'N, 75°50'W; New Ringold Quadrangle, USGS.",See Amer. Birds 37:55 (1983).
12,OAK-MAPLE SLOPE FOREST,40.75,75.83333333333333,"Pennsylvania; Berks Co.; Kempton; Hawk Mountain Sanctuary; River of Rocks; 40°45'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
12,OAK-MAPLE SLOPE FOREST,40.75,75.83333333333333,"Pennsylvania; Berks Co.; Eckville; River of Rocks; 40°45'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
12,OAK-MAPLE SLOPE FOREST,40.75,75.83333333333333,"Pennsylvania; Berks Co.; Eckville; River of Rocks; 40°45'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
12,OAK-MAPLE SLOPE FOREST,40.75,75.83333333333333,"Pennsylvania; Berks Co.; Eckville; River of Rocks; 40°45'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
12,OAK-MAPLE SLOPE FOREST,40.75,75.83333333333333,"Pennsylvania; Berks Co.; Eckville; River of Rocks; 40°45'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
12,OAK-MAPLE SLOPE FOREST,40.75,75.83333333333333,"Pennsylvania; Berks Co.; Eckville; River of Rocks; 40°45'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
12,OAK-MAPLE SLOPE FOREST,40.75,75.83333333333333,"Pennsylvania; Berks C0,; Kempton; River of Rocks; 40°45'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
13,OAK-MAPLE RIDGE-TOP FOREST,40.733333333333334,75.83333333333333,"Pennsylvania; Berks Co.; Kempton; Hawk Mountain Sanctuary; Owl's Head; 40°44'N, 75°50'W; New Ringold Quadrangle, USGS.",See Amer. Birds 37:55 (1983).
13,OAK-MAPLE RIDGE-TOP FOREST,40.733333333333334,75.83333333333333,"Pennsylvania; Berks 00.; Eckville; Owl's Head; 40°44'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
13,OAK-MAPLE RIDGE-TOP FOREST,40.733333333333334,75.83333333333333,"Pennsylvania; Berks Co.; Eckville; Owl's Head; 40°44'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
13,OAK-MAPLE RIDGE-TOP FOREST,40.733333333333334,75.83333333333333,"Pennsylvania; Berks Co.; Eckville; Owl's Head; 40°44'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
13,OAK-MAPLE RIDGE-TOP FOREST,40.733333333333334,75.83333333333333,"Pennsylvania; Berks Co.; Eckville; Owl's Head; 40°44'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
13,OAK-MAPLE RIDGE-TOP FOREST,40.733333333333334,75.83333333333333,"Pennsylvania; Berks Co.; ECkVillC; Owl's Head; 40°44'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
13,OAK-MAPLE RIDGE-TOP FOREST,40.733333333333334,75.83333333333333,"Pennsylvania; Berks Co.; Kempton; Owl's Head; 40°44'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
14,TULIP TREE-HICKORY FOREST,38.86666666666667,78.13333333333334,"Virginia; Warren 00.; Front Royal; 38°52'N, 78°08'W; Front Royal Quadrangle, USGS.","All trees < 7 cm dbh were counted on a 4-ha sample of the study plot. In total, 2269 individuals of 19 species were counted (567/ha). Species comprising 82% of the total number of trees are: Tulip Tree, 563 (25%); hickory 456 (20%); Flowering Dogwood, 310 (14%); Northern Red Oak, 237 (10%); Chestnut Oak, 103 (5%); Slippery Elm, 81 (4%); White Oak, 76 (3%); Shagbark Hickory. Ground cover was 19% and canopy cover 97% in 10 circles 20 m in diameter. Average canopy height was 26 m. The number of stems (> 7 cm dbh) along twenty 20-m transects: 35,250 stems/ha (estimated). Flowering Dogwood, Pawpaw, and Spicebush are the most common species in the understory. The soil in the plot is rocky."
15,MESOPHYTIC FOREST I,38.4,78.5,"Virginia; Green C0,; Elkton; Cabin Plot; 38°24'N, 78°30'W; Madison Quadrangle, USGS.","The plot lies on east side of the Blue Ridge Mountains; forest continuum, with gravel fire road passing through middle of plot."
15,MESOPHYTIC FOREST I,38.4,78.5,"Virginia; Green Co.; Elkton; Cabin Plot; 38°24'N, 78°30'W; Fletcher Quadrangle, USGS.",See ]. Field Omit/ml. 60(suppl.):32-33.
16,MESOPHYTIC FOREST II,38.4,78.48333333333333,"Virginia; Green C0.; Elkton; Pocosin Mission; 38°24'N, 78°29'W; Madison Quadrangle, USGS.",The plot lies on east side of the Blue Ridge Mountains; forest continuum with gravel fire road passing through middle of plot. Water: Stream > 1 m wide.
16,MESOPHYTIC FOREST II,38.4,78.48333333333333,"Virginia; Green Go; Elkton; Pocosin Mission; 38°24'N, 78°29'W; Fletcher Quadrangle, USGS.",See ]. Field Omit/10L 60(suppl.):33 (1989).
16,MESOPHYTIC FOREST II,38.4,78.48333333333333,"Virginia; Green C0,; Elkton; Pocosin Mission Plot; 38°24'N, 78°29'W; Fletcher Quadrangle, USGS.",See ]. Field Ornithol. 60 (suppl.):33 (1989). Plot lies on the E side of the Blue Ridge Mountains and is composed of Northern Hardwood Forest that has not been logged for 50 yr. A fire road bisects the census plot.
16,MESOPHYTIC FOREST II,38.4,78.48333333333333,"Virginia; Green Co.; Elkton; Pocosin Mission Plot; 38°24'N, 78°29'W; Fletcher Quadrangle, USGS.",See ]. Field Ornithol. 60 (Suppl.):33 (1990).
16,MESOPHYTIC FOREST II,38.4,78.48333333333333,"Virginia; Green Co.; Elkton; Pocosin Mission Plot; 38°24'N, 78°29'W; Fletcher Quadrangle, USGS.",See Am. Birds 38:76-77 (1984).
16,MESOPHYTIC FOREST II,38.4,78.48333333333333,"Virginia; Green Go; Elkton; Pocosin Mission Plot; 38°24'N, 78°29'W; Fletcher Quadrangle, USGS.",See Am. Birds 38:76-77 (1984).
16,MESOPHYTIC FOREST II,38.4,78.48333333333333,"Virginia; Green Go; Elkton; Pocosin Mission Plot; 38°24'N, 78°29'W; Fletcher Quadrangle, USGS.",See Am. Birds 38:76-77 (1984). Some of the mature trees have died due to gypsy moth damage over the past several years.
16,MESOPHYTIC FOREST II,38.4,78.48333333333333,"Virginia; Green (30.; Elkton; Pocosin Mission Plot; 38°24'N, 78°29'W; Fletcher Quadrangle, USGS.",See Am. Birds 38:76-77 (1984) and]. Field Ornithol. 66(Suppl.):64 (1995). Some of the oak trees have died due to gypsy moth damage.
17,UPLAND BLACK CHERRY FOREST,38.6,79.71666666666667,"West Virginia; Pocahontas Co.; Durbin; 38°36'N, 79°43'W; Thornwood Quadrangle.","A seeded and seldom used forest access road along the top of a spur of Burner Mt., Monongahela Nat. Forest. See Amer. Birds 38:75-76 (1984)."
18,MAPLE-OAK-BEECH FOREST,38.583333333333336,79.75,"West Virginia; Pocahontas Co.; Durbin; 38°35'N, 79°45'W; Durbin Quadrangle, USGS.","A generally level, broad hogback ridge on top of Burner l\/It., IVIonongahela Nat. Forest; no stream present. See Amer. Birds 38:75 (1984)."
19,UNGRAZED OAK-PINE WOODLAND,37.083333333333336,119.71666666666667,"California; Madera Co.; Coarsegold; San Joaquin Experimental Range; 37°05'N, 119°43'W; Millerton Lake West Quadrangle, USGS.","[From 1985 report by Jeffrey R. Waters] This is a homogeneous plot that is lightly grazed by cattle. A quantitative habitat description is summarized as follows [density (stems/30 ha), basal area (ml/ha), relative basal area (%), respectively]: Blue Oak, 305, 1,0, 0.15; California Live Oak, 767, 3.0, 0.46; Digger Pine, 471, 2.4, 0.37; California Buckeye, 65, 0.1, 0.02; snag, 9, -, -. The percentage of stem diameters is as follows [8-23 cm, 23-53 cm, and > 53 cm, respectively]: Blue Oak, 53, 38, 9; California Live Oak, 89, 11, 0; Digger Pine, 21, 53, 26; California Buckeye, 100, 0, 0; snag, 100, 0, 0. Canopy cover: 29.5%; average shrub cover: 6.1%; average shrub height: 1.7 m; average shrub cover of 3 dominant shrubs: Ceanothur cuneatus - 2.1%, Arctostaphylos radicans - 1.7%, Ceanothus leucoa'ermis - 1.1%."
19,UNGRAZED OAK-PINE WOODLAND,37.083333333333336,119.71666666666667,"California; Madera Co.; Coarsegold; San Joaquin Experimental Range; 37°05'N, 119°43'W; Millerton Lake West Quadrangle, USGS.",See ]. Field Omit/wt. 60(suppl.):34-35 (1989).
19,UNGRAZED OAK-PINE WOODLAND,37.083333333333336,119.71666666666667,"California; Madera Co.; Coarsegold; San Joaquin Experimental Range-Natural Area; 37°05'N, 119°43'W; Millerton Lake West Quadrangle, USGS.",See ]. Field Ornithoi. 60 (Suppl.):3536 (1989). Latitude was reported incorrectly in previous reports.
19,UNGRAZED OAK-PINE WOODLAND,37.083333333333336,119.71666666666667,"California; Madera C0,; Coarsegold; San Joaquin Experimental Range; 37°5'N, 119°43'W; Millerton Lake West Quadrangle, USGS.",See]. Field Ornithol. 60 (Suppl.):34-35 (1989).
19,UNGRAZED OAK-PINE WOODLAND,37.083333333333336,119.71666666666667,"California; Madera Co.; Coarsegold; San Joaquin Experimental Range; 37°5'N, 119°43'W; Millerton Lake West Quadrangle, USGS.",See]. Field Omithol. 60 (Suppl.):34-35 (1989).
20,GRAZED OAK-PINE WOODLAND,37.1,119.73333333333333,"California; Madera Co.; Coarsegold; San Joaquin Experimental Range; 37°06'N, 119°44'W; Millerton Lake West Quadrangle, USGS.","[From 1985 report by Jeffrey R. Waters] Two-thirds of the plot (20-ha) has not been grazed or burned for 50 yrs. One-third (IO-ha) has been lightly grazed by horses. A storage area for ranch supplies (occupies 4% of the plot area. A quantitative habitat description is summarized as follows [density (stems/30 ha), basal area (ml/ha), relative basal area ('70), respectively]: Blue Oak, 222, 0.5, 0.08; California Live Oak, 444, 1.3, 0.21; Digger Pine, 896, 4.4, 0.70; California Buckeye, 46, 0.1, 0.01; snag, 9, -, -. The percentage of stem diameters is as follows [8~23 cm, 23-53 cm, and >53 cm, respectively]: Blue Oak, 61, 39, 90; California Live Oak, 92, 8, 0; Digger Pine, 22, 52, 26; California Buckeye, 78, 22, 0; snag, 100, 0, 0. Canopy cover: 26.9%; average shrub cover: 20.6%; average shrub height: 2.2 m; average shrub cover of 3 dominant shrubs: Ceanothur cuneatus - 14.3%, Rhamnu.r crocea - 2.0%, Toxicodendron radicam' - 1.7%."
20,GRAZED OAK-PINE WOODLAND,37.1,119.73333333333333,"California; Madera Co.; Coarsegold; San Joaquin Experimental Range; 37°06'N, 119°44'W; Millerton Lake West Quadrangle, USGS.",See 1. Field Ornithol. 60(suppl.):35-36 (1989).
20,GRAZED OAK-PINE WOODLAND,37.1,119.73333333333333,"California; Madera Co.; Coarsegold; San Joaquin Experimental Range; 37°6'N, 119°44'W; Millerton Lake West Quadrangle, USGS.",See  Field Ornithol. 60 (suppl.):35-36 (1989).
